0,65,65,65,65,18,10,10,10,10,66,65,65,65,65,18,10,10,10,12,65,66,66,66,68,15,15,15,15,21,66,66,66,66,68,15,15,15,15,20,63,63,63,63,65,6,6,6,6,10,63,63,63,63,64,6,6,6,6,17,65,65,65,65,67,10,10,10,10,30,65,65,65,65,67,10,10,10,10,23,65,63,63,63,63,14,5,5,5,5,65,63,63,63,63,14,5,5,5,7,65,65,65,65,66,9,9,9,9,16,65,65,65,65,66,9,9,9,9,15,62,62,62,62,63,1,1,1,1,5,62,62,62,62,63,1,1,1,1,12,63,63,63,63,65,5,5,5,5,25,63,63,63,63,65,5,5,5,5,18
65,0,62,62,62,10,1,1,1,1,64,62,62,62,62,10,1,1,1,4,62,62,62,62,63,1,1,1,1,8,62,62,62,62,63,1,1,1,1,6,62,62,62,62,63,1,1,1,1,5,62,62,62,62,63,1,1,1,1,12,62,62,62,62,65,1,1,1,1,22,62,62,62,62,65,1,1,1,1,13,63,62,62,62,62,10,1,1,1,1,64,62,62,62,62,10,1,1,1,4,62,62,62,62,63,1,1,1,1,8,62,62,62,62,63,1,1,1,1,6,62,62,62,62,63,1,1,1,1,5,62,62,62,62,63,1,1,1,1,12,62,62,62,62,65,1,1,1,1,22,62,62,62,62,65,1,1,1,1,13
65,62,0,62,62,10,1,1,1,1,64,62,62,62,62,10,1,1,1,4,62,62,62,62,63,1,1,1,1,8,62,62,62,62,63,1,1,1,1,6,62,62,62,62,63,1,1,1,1,5,62,62,62,62,63,1,1,1,1,12,62,62,62,62,65,1,1,1,1,22,62,62,62,62,65,1,1,1,1,13,63,62,62,62,62,10,1,1,1,1,64,62,62,62,62,10,1,1,1,4,62,62,62,62,63,1,1,1,1,8,62,62,62,62,63,1,1,1,1,6,62,62,62,62,63,1,1,1,1,5,62,62,62,62,63,1,1,1,1,12,62,62,62,62,65,1,1,1,1,22,62,62,62,62,65,1,1,1,1,13
65,62,62,0,62,10,1,1,1,1,64,62,62,62,62,10,1,1,1,4,62,62,62,62,63,1,1,1,1,8,62,62,62,62,63,1,1,1,1,6,62,62,62,62,63,1,1,1,1,5,62,62,62,62,63,1,1,1,1,12,62,62,62,62,65,1,1,1,1,22,62,62,62,62,65,1,1,1,1,13,63,62,62,62,62,10,1,1,1,1,64,62,62,62,62,10,1,1,1,4,62,62,62,62,63,1,1,1,1,8,62,62,62,62,63,1,1,1,1,6,62,62,62,62,63,1,1,1,1,5,62,62,62,62,63,1,1,1,1,12,62,62,62,62,65,1,1,1,1,22,62,62,62,62,65,1,1,1,1,13
65,62,62,62,0,10,1,1,1,1,64,62,62,62,62,10,1,1,1,4,62,62,62,62,63,1,1,1,1,8,62,62,62,62,63,1,1,1,1,6,62,62,62,62,63,1,1,1,1,5,62,62,62,62,63,1,1,1,1,12,62,62,62,62,65,1,1,1,1,22,62,62,62,62,65,1,1,1,1,13,63,62,62,62,62,10,1,1,1,1,64,62,62,62,62,10,1,1,1,4,62,62,62,62,63,1,1,1,1,8,62,62,62,62,63,1,1,1,1,6,63,63,63,63,64,5,5,5,5,8,63,63,63,63,64,5,5,5,5,15,62,62,62,62,65,1,1,1,1,22,62,62,62,62,65,1,1,1,1,13
18,10,10,10,10,0,64,64,64,64,15,10,10,10,10,64,64,64,64,61,17,17,17,17,23,64,64,64,64,63,17,17,17,17,22,64,64,64,64,62,3,3,3,3,8,62,62,62,62,61,3,3,3,3,6,62,62,62,62,53,10,10,10,10,30,64,64,64,64,57,10,10,10,10,30,64,64,64,64,67,7,3,3,3,3,64,62,62,62,62,8,3,3,3,3,64,62,62,62,59,10,10,10,10,16,64,64,64,64,62,10,10,10,10,15,64,64,64,64,62,1,1,1,1,6,62,62,62,62,60,1,1,1,1,5,62,62,62,62,53,3,3,3,3,23,62,62,62,62,57,3,3,3,3,23,62,62,62,62,66
10,1,1,1,1,64,0,62,62,62,6,1,1,1,1,64,62,62,62,59,1,1,1,1,8,62,62,62,62,59,1,1,1,1,6,62,62,62,62,60,1,1,1,1,6,62,62,62,62,60,1,1,1,1,5,62,62,62,62,53,1,1,1,1,22,62,62,62,62,57,1,1,1,1,22,62,62,62,62,66,6,1,1,1,1,64,62,62,62,62,6,1,1,1,1,64,62,62,62,59,1,1,1,1,8,62,62,62,62,59,1,1,1,1,6,62,62,62,62,60,1,1,1,1,6,62,62,62,62,60,1,1,1,1,5,62,62,62,62,53,1,1,1,1,22,62,62,62,62,57,1,1,1,1,22,62,62,62,62,66
10,1,1,1,1,64,62,0,62,62,6,1,1,1,1,64,62,62,62,59,1,1,1,1,8,62,62,62,62,59,1,1,1,1,6,62,62,62,62,60,1,1,1,1,6,62,62,62,62,60,1,1,1,1,5,62,62,62,62,53,1,1,1,1,22,62,62,62,62,57,1,1,1,1,22,62,62,62,62,66,6,1,1,1,1,64,62,62,62,62,6,1,1,1,1,64,62,62,62,59,1,1,1,1,8,62,62,62,62,59,1,1,1,1,6,62,62,62,62,60,1,1,1,1,6,62,62,62,62,60,1,1,1,1,5,62,62,62,62,53,1,1,1,1,22,62,62,62,62,57,1,1,1,1,22,62,62,62,62,66
10,1,1,1,1,64,62,62,0,62,6,1,1,1,1,64,62,62,62,59,1,1,1,1,8,62,62,62,62,59,1,1,1,1,6,62,62,62,62,60,1,1,1,1,6,62,62,62,62,60,1,1,1,1,5,62,62,62,62,53,1,1,1,1,22,62,62,62,62,57,1,1,1,1,22,62,62,62,62,66,6,1,1,1,1,64,62,62,62,62,6,1,1,1,1,64,62,62,62,59,1,1,1,1,8,62,62,62,62,59,1,1,1,1,6,62,62,62,62,60,1,1,1,1,6,62,62,62,62,60,1,1,1,1,5,62,62,62,62,53,1,1,1,1,22,62,62,62,62,57,1,1,1,1,22,62,62,62,62,66
10,1,1,1,1,64,62,62,62,0,6,1,1,1,1,64,62,62,62,59,1,1,1,1,8,62,62,62,62,59,1,1,1,1,6,62,62,62,62,60,3,3,3,3,8,62,62,62,62,62,3,3,3,3,7,62,62,62,62,53,1,1,1,1,22,62,62,62,62,57,1,1,1,1,22,62,62,62,62,66,7,2,2,2,2,64,62,62,62,62,8,2,2,2,2,64,62,62,62,58,1,1,1,1,8,62,62,62,62,59,1,1,1,1,6,62,62,62,62,60,6,6,6,6,12,64,64,64,64,63,6,6,6,6,10,64,64,64,64,55,2,2,2,2,23,62,62,62,62,57,2,2,2,2,23,62,62,62,62,66
